,id,owner_1_score,RATE_owner_1,CAP_AMOUNT_owner_1,PERCENT_OWN_owner_1,owner_2_score,RATE_owner_2,CAP_AMOUNT_owner_2,PERCENT_OWN_owner_2,owner_3_score,RATE_owner_3,CAP_AMOUNT_owner_3,PERCENT_OWN_owner_3,years_in_business,RATE_ID_FOR_years_in_business,fsr,RATE_ID_FOR_fsr,location,RATE_ID_FOR_location,funded_last_30,RATE_ID_FOR_funded_last_30,judgement_lien_percent,RATE_ID_FOR_judgement_lien_percent,INPUT_VALUE_ID_FOR_judgement_lien_amount,RATE_ID_FOR_judgement_lien_amount,INPUT_VALUE_ID_FOR_judgement_lien_time,RATE_ID_FOR_judgement_lien_time,INPUT_VALUE_ID_FOR_num_negative_days,RATE_ID_FOR_num_negative_days,INPUT_VALUE_ID_FOR_num_deposits,RATE_ID_FOR_num_deposits,INPUT_VALUE_ID_FOR_monthly_gross,RATE_ID_FOR_monthly_gross,INPUT_VALUE_ID_FOR_average_ledger,RATE_ID_FOR_average_ledger,INPUT_VALUE_ID_FOR_fc_margin,RATE_ID_FOR_fc_margin,INPUT_VALUE_ID_FOR_tax_lien_amount,RATE_ID_FOR_tax_lien_amount,INPUT_VALUE_ID_FOR_tax_lien_percent,RATE_ID_FOR_tax_lien_percent,INPUT_VALUE_ID_FOR_tax_lien_count,RATE_ID_FOR_tax_lien_count,INPUT_VALUE_ID_FOR_current_position,RATE_ID_FOR_current_position,INPUT_VALUE_ID_FOR_avg_net_deposits,RATE_ID_FOR_avg_net_deposits,INPUT_VALUE_ID_FOR_industry_type,RATE_ID_FOR_industry_type,INPUT_VALUE_owner_4,RATE_owner_4,CAP_AMOUNT_owner_4,PERCENT_OWN_owner_4,deal_application_thread_id,completion_status
1425,4140,564.0,B,100000.0,100.0,,,,,,,,,7.83,A,35.0,,Verified,A,N,,0.0,A,0.0,A,,,0.2,A,29.2,A,78056.4,A,13122.656,A,0.17,A,0.0,A,0.0,A,0.0,A,2.0,C,78056.4,,preferred,,564.0,B,100000.0,100.0,4105.0,Default
1029,7465,691.0,A,150000.0,100.0,,,,,,,,,4.36,A,73.0,,Verified,A,N,,0.0,A,0.0,A,,,0.55555555555556,A,87.111111111111,A,111706.55555556,A,15493.333333333,A,0.14,A,0.0,A,0.0,A,0.0,A,1.0,A,111706.55555556,,preferred,,691.0,A,150000.0,100.0,6407.0,Paid in full
12,196,650.0,A,150000.0,100.0,,,,,,,,,16.48,A,,,Home,A,N,,0.0,A,0.0,A,,,3.0,C,42.75,A,0.0,D,6067.8925,A,0.0,D,0.0,A,0.0,A,0.0,A,2.0,C,0.0,,preferred,,650.0,A,150000.0,,202.0,Paid in full
1969,10844,621.0,B,100000.0,100.0,,,,,,,,,3.2,A,6.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,18.5,B,159166.4425,A,30770.12,A,0.19,A,0.0,A,0.0,A,0.0,A,0.0,A,159166.4425,,preferred,,621.0,B,100000.0,100.0,8844.0,Paid in full
1778,6780,614.0,A,150000.0,100.0,,,,,,,,,12.31,A,22.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,34.333333333333,A,45551.436666667,A,8615.8933333333,A,0.19,A,0.0,A,0.0,A,0.0,A,1.0,A,45551.436666667,,preferred,,614.0,A,150000.0,100.0,5326.0,Paid off with renewal
711,4120,658.0,A,150000.0,100.0,,,,,,,,,20.47,A,99.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,658.0,A,150000.0,100.0,4114.0,Paid in full
1685,5769,658.0,A,150000.0,100.0,,,,,,,,,17.04,A,4.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,658.0,A,150000.0,100.0,5215.0,Paid in full
675,3915,617.0,A,150000.0,100.0,,,,,,,,,2.7,A,5.0,,Verified,A,N,,0.0,A,0.0,A,,,1.0,A,50.0,A,27085.0,A,2300.6666666667,A,0.08,A,0.0,A,0.0,A,0.0,A,1.0,A,27085.0,,preferred,,617.0,A,150000.0,100.0,3966.0,Paid in full
1423,4046,620.0,A,150000.0,100.0,,,,,,,,,1.23,B,47.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,620.0,A,150000.0,100.0,4052.0,Paid in full
716,3914,617.0,A,150000.0,100.0,,,,,,,,,2.34,A,5.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,617.0,A,150000.0,100.0,3966.0,Paid in full
9,155,620.0,A,150000.0,0.0,,,,0.0,,,,0.0,8.13,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,73.25,A,130551.27,A,27761.0,A,0.21,A,0.0,A,0.0,A,0.0,A,2.0,C,130551.27,,preferred,,,,,,153.0,Paid off with renewal
408,2294,620.0,A,150000.0,100.0,,,,,,,,,8.28,A,,,Verified,A,N,,0.0,A,0.0,A,,,0.375,A,66.25,A,108775.25,A,14630.5,A,0.13,A,0.0,A,0.0,A,0.0,A,3.0,D,108775.25,,preferred,,620.0,A,150000.0,100.0,2234.0,Paid off with renewal
1100,7424,591.0,B,100000.0,100.0,,,,,,,,,7.07,A,86.0,,Verified,A,N,,0.0,A,0.0,A,,,0.85714285714286,A,5.7142857142857,C,137141.42857143,A,5000.0,A,0.04,A,0.0,A,0.0,A,0.0,A,2.0,C,137141.42857143,,capped,,591.0,B,100000.0,100.0,6445.0,Paid in full
1908,9553,545.0,C,35000.0,100.0,,,,,,,,,1.78,B,1.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,C,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,545.0,C,35000.0,100.0,8003.0,Default
1057,5884,625.0,A,150000.0,100.0,,,,,,,,,2.51,A,80.0,,Home,A,N,,0.0,A,0.0,A,,,0.75,A,27.5,A,39714.25,A,4399.5,A,0.11,A,0.0,A,0.0,A,0.0,A,1.0,A,39714.25,,preferred,,625.0,A,150000.0,100.0,5299.0,Paid in full
628,4034,504.0,C,35000.0,100.0,,,,,,,,,5.96,A,20.0,,Home,A,N,,0.0,A,0.0,A,,,2.6666666666667,C,14.666666666667,A,50527.666666667,A,5801.0,A,0.11,A,0.0,A,0.0,A,0.0,A,0.0,A,50527.666666667,,preferred,,504.0,C,35000.0,100.0,4062.0,Paid in full
42,109,650.0,A,150000.0,0.0,650.0,A,150000.0,0.0,,,,0.0,31.31,A,75.0,A,,,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,,,0.0,,,,,,,,138.0,Paid in full
1794,8343,650.0,A,150000.0,100.0,,,,,,,,,10.25,A,27.0,,Verified,A,N,,0.0,A,0.0,A,,,0.4,A,81.2,A,68463.6,A,2969.4,A,0.04,A,0.0,A,0.0,A,0.0,A,1.0,A,68463.6,,preferred,,650.0,A,150000.0,100.0,5871.0,Paid in full
1347,3915,617.0,A,150000.0,100.0,,,,,,,,,2.7,A,5.0,,Verified,A,N,,0.0,A,0.0,A,,,1.0,A,50.0,A,27085.0,A,2300.6666666667,A,0.08,A,0.0,A,0.0,A,0.0,A,1.0,A,27085.0,,preferred,,617.0,A,150000.0,100.0,3966.0,Paid in full
1101,7454,692.0,A,150000.0,100.0,,,,,,,,,41.96,A,19.0,,Home,A,N,,0.0,A,0.0,A,,,1.0,A,23.75,A,437426.25,A,34492.0,A,0.08,A,0.0,A,0.0,A,0.0,A,0.0,A,437426.25,,preferred,,692.0,A,150000.0,100.0,6485.0,Default
8,150,620.0,A,150000.0,0.0,,,,0.0,,,,0.0,8.13,A,,,Home,,N,,0.0,A,0.0,A,,,0.0,A,73.25,A,0.0,D,27761.0,A,0.0,D,0.0,A,0.0,A,0.0,A,2.0,C,130551.27,,preferred,,,,,,153.0,Paid off with renewal
1645,5870,625.0,A,150000.0,100.0,,,,,,,,,1.65,B,80.0,,Unknown,,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,625.0,A,150000.0,100.0,5299.0,Paid in full
1246,3353,738.0,A,150000.0,100.0,,,,,,,,,32.54,A,31.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,7.25,R,218328.75,A,59458.0,A,0.27,A,0.0,A,0.0,A,0.0,A,0.0,A,218328.75,,preferred,,738.0,A,150000.0,100.0,3505.0,Default
741,5501,557.0,B,100000.0,60.0,666.0,A,150000.0,20.0,,,,,6.27,A,27.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,584.0,B,100000.0,80.0,5013.0,Paid in full
868,6023,640.0,A,150000.0,100.0,,,,,,,,,2.31,A,43.0,,Verified,A,N,,0.0,A,0.0,A,,,0.75,A,20.0,A,52814.5,A,3015.75,A,0.06,A,0.0,A,0.0,A,0.0,A,2.0,C,52814.5,,preferred,,640.0,A,150000.0,100.0,5368.0,Paid off with renewal
192,723,620.0,A,150000.0,100.0,,,,,,,,,109.24,A,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,26.0,A,277388.564,A,6200.0,A,0.02,A,0.0,A,0.0,A,0.0,A,2.0,C,277388.564,,preferred,,620.0,A,150000.0,100.0,576.0,Paid in full
353,1688,534.0,C,35000.0,50.0,,,,,,,,,2.82,A,3.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,534.0,C,35000.0,50.0,1700.0,Default
1943,8492,540.0,C,35000.0,100.0,,,,,,,,,1.52,B,1.0,,Verified,A,N,,0.0,A,0.0,A,,,2.0,B,65.0,A,272342.0,A,15881.0,A,0.06,A,0.0,A,0.0,A,0.0,A,1.0,A,272342.0,,preferred,,540.0,C,35000.0,100.0,7256.0,Default
444,2154,448.0,D,0.0,50.0,487.0,D,0.0,50.0,,,,,6.67,A,19.0,,Verified,A,N,,0.0,A,0.0,A,,,1.25,B,15.0,A,70003.25,A,5230.0,A,0.07,A,0.0,A,0.0,A,0.0,A,2.0,C,70003.25,,preferred,,467.0,D,0.0,100.0,2193.0,Paid off with renewal
1871,8217,573.0,C,35000.0,100.0,,,,,,,,,11.43,A,18.0,,Unknown,,N,,0.0,A,0.0,A,,,1.0,A,57.666666666667,A,119874.0,A,14606.333333333,A,0.12,A,0.0,A,0.0,A,0.0,A,1.0,A,119874.0,,preferred,,573.0,C,35000.0,100.0,7085.0,Paid in full
1537,5036,655.0,A,150000.0,100.0,,,,,,,,,3.65,A,69.0,,Verified,A,N,,0.0,A,0.0,A,,,3.0,C,146.0,A,198839.32666667,A,8777.2666666667,A,0.04,A,0.0,A,0.0,A,0.0,A,2.0,C,198839.32666667,,preferred,,655.0,A,150000.0,100.0,4666.0,Paid in full
1141,2721,718.0,A,150000.0,100.0,,,,,,,,,26.87,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,718.0,A,150000.0,100.0,2846.0,Default
487,3349,738.0,A,150000.0,100.0,,,,,,,,,32.58,A,31.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,738.0,A,150000.0,100.0,3505.0,Default
569,3353,738.0,A,150000.0,100.0,,,,,,,,,32.54,A,31.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,7.25,R,218328.75,A,59458.0,A,0.27,A,0.0,A,0.0,A,0.0,A,0.0,A,218328.75,,preferred,,738.0,A,150000.0,100.0,3505.0,Default
499,3027,717.0,A,150000.0,100.0,,,,,,,,,6.17,A,34.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,717.0,A,150000.0,100.0,3155.0,Paid via discounted payoff
49,152,620.0,A,150000.0,0.0,,,,0.0,,,,0.0,8.13,A,,,Home,,N,,0.0,A,0.0,A,,,0.0,A,73.25,A,0.0,D,27761.0,A,0.0,D,0.0,A,0.0,A,0.0,A,2.0,C,130551.27,,preferred,,,,,,153.0,Paid off with renewal
622,4976,667.0,A,150000.0,100.0,,,,,,,,,8.79,A,71.0,,Home,A,N,,0.0,A,0.0,A,,,0.25,A,4.75,R,30760.0,A,12656.5,A,0.41,A,0.0,A,0.0,A,0.0,A,0.0,A,30760.0,,preferred,,667.0,A,150000.0,100.0,4638.0,Paid in full
1036,7461,616.0,A,150000.0,100.0,,,,,,,,,9.24,A,91.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,60.75,A,61332.75,A,18595.5,A,0.3,A,0.0,A,0.0,A,0.0,A,1.0,A,61332.75,,preferred,,616.0,A,150000.0,100.0,6333.0,Paid via discounted payoff
1217,3505,582.0,B,100000.0,100.0,,,,,,,,,1.11,B,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,13.25,A,32607.6475,A,1000.0,A,0.03,A,0.0,A,0.0,A,0.0,A,1.0,A,32607.6475,,standard,,582.0,B,100000.0,100.0,3605.0,Default
1571,5921,614.0,A,150000.0,100.0,,,,,,,,,12.29,A,22.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,34.333333333333,A,45551.436666667,A,8615.8933333333,A,0.19,A,0.0,A,0.0,A,0.0,A,1.0,A,45551.436666667,,preferred,,614.0,A,150000.0,100.0,5326.0,Paid off with renewal
1193,2868,620.0,A,150000.0,100.0,,,,,,,,,7.9,A,74.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,6.6666666666667,R,19529.543333333,A,4267.7933333333,A,0.22,A,0.0,A,0.0,A,0.0,A,1.0,A,19529.543333333,,preferred,,620.0,A,150000.0,100.0,2982.0,Paid in full
1664,6407,662.0,A,150000.0,100.0,,,,,,,,,4.04,A,5.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,662.0,A,150000.0,100.0,5659.0,Paid in full
548,3505,582.0,B,100000.0,100.0,,,,,,,,,1.11,B,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,13.25,A,32607.6475,A,1000.0,A,0.03,A,0.0,A,0.0,A,0.0,A,1.0,A,32607.6475,,standard,,582.0,B,100000.0,100.0,3605.0,Default
585,3214,677.0,A,150000.0,100.0,,,,,,,,,11.51,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,677.0,A,150000.0,100.0,3381.0,Default
912,4714,626.0,A,150000.0,100.0,,,,,,,,,1.11,B,14.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,187.75,A,43057.3125,A,16057.0,A,0.37,A,0.0,A,0.0,A,0.0,A,1.0,A,43057.3125,,preferred,,626.0,A,150000.0,100.0,4514.0,Default
430,1972,505.0,C,35000.0,100.0,,,,,,,,,6.84,A,,,Verified,A,N,,0.0,A,0.0,A,,,0.66666666666667,A,16.666666666667,A,109106.0,A,7333.3333333333,A,0.07,A,0.0,A,0.0,A,0.0,A,0.0,A,109106.0,,preferred,,505.0,C,35000.0,100.0,1977.0,Paid off with renewal
545,3596,623.0,A,150000.0,100.0,621.0,A,150000.0,50.0,,,,,4.83,A,85.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,56.0,A,68113.333333333,A,3019.3333333333,A,0.04,A,0.0,A,0.0,A,0.0,A,2.0,C,68113.333333333,,preferred,,622.0,A,150000.0,150.0,3550.0,Paid in full
259,1461,661.0,A,150000.0,90.0,,,,,,,,,25.82,A,9.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,661.0,A,150000.0,90.0,1422.0,Paid off with renewal
807,3881,621.0,A,150000.0,50.0,,,,50.0,,,,,2.79,A,9.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,38.0,A,59772.333333333,A,4804.6666666667,A,0.08,A,0.0,A,0.0,A,0.0,A,1.0,A,59772.333333333,,preferred,,621.0,A,150000.0,50.0,3891.0,Paid in full
530,3138,650.0,A,150000.0,100.0,,,,,,,,,5.76,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,650.0,A,150000.0,100.0,3286.0,Paid in full
1579,6040,635.0,A,150000.0,100.0,,,,,,,,,3.24,A,45.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,10.25,R,267331.765,A,6000.0,A,0.02,A,0.0,A,0.0,A,0.0,A,0.0,A,267331.765,,preferred,,635.0,A,150000.0,100.0,5428.0,Paid in full
1747,7454,692.0,A,150000.0,100.0,,,,,,,,,41.96,A,19.0,,Home,A,N,,0.0,A,0.0,A,,,1.0,A,23.75,A,437426.25,A,34492.0,A,0.08,A,0.0,A,0.0,A,0.0,A,0.0,A,437426.25,,preferred,,692.0,A,150000.0,100.0,6485.0,Default
170,760,713.0,A,150000.0,100.0,,,,,,,,,3.02,A,80.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,34.75,A,808278.75,A,143658.7025,A,0.18,A,0.0,A,0.0,A,0.0,A,1.0,A,808278.75,,preferred,,713.0,A,150000.0,100.0,633.0,Paid in full
702,3838,598.0,B,100000.0,100.0,,,,,,,,,5.87,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,598.0,B,100000.0,100.0,3898.0,Paid off with renewal
252,1198,658.0,A,150000.0,100.0,,,,,,,,,2.22,A,3.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,658.0,A,150000.0,100.0,1073.0,Paid in full
911,4708,598.0,B,100000.0,100.0,,,,,,,,,6.68,A,92.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,598.0,B,100000.0,100.0,4538.0,Paid in full
1429,4372,639.0,A,150000.0,100.0,,,,,,,,,19.08,A,6.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,639.0,A,150000.0,100.0,4321.0,Paid in full
602,3233,643.0,A,150000.0,100.0,,,,,,,,,13.55,A,51.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,15.0,A,47185.25,A,7635.5,A,0.16,A,0.0,A,0.0,A,0.0,A,1.0,A,47185.25,,preferred,,643.0,A,150000.0,100.0,3392.0,Default
1964,10625,511.0,C,35000.0,100.0,,,,,,,,,6.09,A,70.0,,Verified,A,N,,0.0,A,0.0,A,,,1.0,A,40.0,A,105868.66666667,A,7059.6666666667,A,0.07,A,0.0,A,0.0,A,0.0,A,1.0,A,105868.66666667,,preferred,,511.0,C,35000.0,100.0,8713.0,Paid in full
1542,5163,612.0,A,150000.0,100.0,,,,,,,,,16.59,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,612.0,A,150000.0,100.0,4782.0,Default
971,6241,568.0,B,100000.0,100.0,,,,,,,,,3.42,A,86.0,,Verified,A,N,,0.0,A,0.0,A,,,0.14285714285714,A,19.714285714286,A,86904.428571429,A,19131.857142857,A,0.22,A,0.0,A,0.0,A,0.0,A,3.0,D,86904.428571429,,preferred,,568.0,B,100000.0,100.0,5521.0,Paid in full
260,1497,708.0,A,150000.0,100.0,,,,,,,,,12.39,A,72.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,708.0,A,150000.0,100.0,1481.0,Paid off with renewal
322,1475,586.0,B,100000.0,100.0,,,,,,,,,10.39,A,6.0,,Home,A,N,,0.0,A,0.0,A,,,3.25,C,10.75,R,24626.0,A,2782.0,A,0.11,A,0.0,A,0.0,A,0.0,A,0.0,A,24626.0,,preferred,,586.0,B,100000.0,100.0,1438.0,Paid off with renewal
867,6020,640.0,A,150000.0,100.0,,,,,,,,,2.31,A,43.0,,Verified,A,N,,0.0,A,0.0,A,,,0.75,A,20.0,A,52814.5,A,3015.75,A,0.06,A,0.0,A,0.0,A,0.0,A,1.0,A,52814.5,,preferred,,640.0,A,150000.0,100.0,5368.0,Paid off with renewal
1118,7521,549.0,C,35000.0,100.0,,,,,,,,,1.94,B,18.0,,Unknown,,N,,0.0,A,0.0,A,,,1.25,B,17.75,B,15191.175,A,1295.0,A,0.09,A,0.0,A,0.0,A,0.0,A,1.0,A,15191.175,,preferred,,549.0,C,35000.0,100.0,6536.0,Default
635,4338,548.0,C,35000.0,100.0,,,,,,,,,10.92,A,18.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,22.25,A,84411.35,A,8238.625,A,0.1,A,0.0,A,0.0,A,0.0,A,2.0,C,84411.35,,preferred,,548.0,C,35000.0,100.0,4267.0,Paid in full
473,2618,624.0,A,150000.0,100.0,,,,,,,,,6.8,A,80.0,,Verified,A,N,,0.0,A,0.0,A,,,0.75,A,34.5,A,40408.0775,A,2808.0,A,0.07,A,0.0,A,0.0,A,0.0,A,1.0,A,40408.0775,,preferred,,624.0,A,150000.0,100.0,2059.0,Paid in full
629,4059,564.0,B,100000.0,100.0,,,,,,,,,7.72,A,35.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,28.666666666667,A,88215.666666667,A,10655.093333333,A,0.12,A,0.0,A,0.0,A,0.0,A,1.0,A,88215.666666667,,preferred,,564.0,B,100000.0,100.0,4105.0,Default
351,1741,674.0,A,150000.0,100.0,,,,,,,,,0.74,C,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,674.0,A,150000.0,100.0,1807.0,Paid off with renewal
709,4066,537.0,C,35000.0,100.0,,,,,,,,,9.88,A,17.0,,Verified,A,N,,0.0,A,0.0,A,,,0.25,A,32.75,A,115187.0,A,10049.5,A,0.09,A,0.0,A,0.0,A,0.0,A,2.0,C,115187.0,,standard,,537.0,C,35000.0,100.0,4122.0,Default
931,5882,694.0,A,150000.0,100.0,,,,,,,,,2.79,A,6.0,,Verified,A,N,,0.0,A,0.0,A,,,0.25,A,49.5,A,33207.75,A,2450.0,A,0.07,A,0.0,A,0.0,A,0.0,A,1.0,A,33207.75,,preferred,,694.0,A,150000.0,100.0,5313.0,Paid in full
1087,8790,663.0,A,150000.0,100.0,,,,,,,,,6.88,A,5.0,,Unknown,,N,,0.0,A,0.0,A,,,3.5,C,25.5,A,68157.575,A,2320.4825,A,0.03,A,0.0,A,0.0,A,0.0,A,1.0,A,68157.575,,preferred,,663.0,A,150000.0,100.0,7093.0,Default
1675,7490,591.0,B,100000.0,100.0,,,,,,,,,4.14,A,86.0,,Verified,A,N,,0.0,A,0.0,A,,,6.4166666666667,D,4.4166666666667,C,76605.583333333,A,24038.833333333,A,0.31,A,0.0,A,0.0,A,0.0,A,2.0,C,76605.583333333,,capped,,591.0,B,100000.0,100.0,6445.0,Paid in full
83,236,640.0,A,150000.0,100.0,,,,,,,,,7.72,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,21.0,A,22481.5,A,682.0,D,0.03,A,0.0,A,0.0,A,0.0,A,1.0,A,22481.5,,preferred,,640.0,A,150000.0,,228.0,Paid via discounted payoff
664,4017,504.0,C,35000.0,100.0,,,,,,,,,5.96,A,20.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,504.0,C,35000.0,100.0,4062.0,Paid in full
457,3322,577.0,B,100000.0,100.0,,,,,,,,,0.68,C,6.0,,Verified,A,N,,0.0,A,0.0,A,,,1.3333333333333,B,26.0,A,350464.33333333,A,37499.0,A,0.11,A,0.0,A,0.0,A,0.0,A,0.0,A,350464.33333333,,preferred,,577.0,B,100000.0,100.0,3476.0,Paid off with renewal
1883,9283,620.0,B,100000.0,100.0,,,,,,,,,2.17,A,29.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,70.0,A,86020.5,A,25650.25,A,0.3,A,0.0,A,0.0,A,0.0,A,1.0,A,86020.5,,preferred,,620.0,B,100000.0,100.0,7460.0,Paid via discounted payoff
357,1929,630.0,A,150000.0,100.0,,,,,,,,,5.68,A,42.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,36.666666666667,A,83402.333333333,A,9997.58,A,0.12,A,0.0,A,0.0,A,0.0,A,1.0,A,83402.333333333,,preferred,,630.0,A,150000.0,100.0,1975.0,Paid in full
254,1178,508.0,C,35000.0,90.0,613.0,A,150000.0,10.0,,,,,4.13,A,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,201557.5,A,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,2.0,C,201557.5,,standard,,518.0,C,35000.0,100.0,935.0,Default
161,671,696.0,A,150000.0,100.0,,,,,,,,,8.86,A,6.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,25.4,A,91694.4,A,28085.2,A,0.31,A,0.0,A,0.0,A,0.0,A,1.0,A,91694.4,,preferred,,696.0,A,150000.0,100.0,549.0,Paid off with renewal
1140,2618,624.0,A,150000.0,100.0,,,,,,,,,6.8,A,80.0,,Verified,A,N,,0.0,A,0.0,A,,,0.75,A,34.5,A,40408.0775,A,2808.0,A,0.07,A,0.0,A,0.0,A,0.0,A,1.0,A,40408.0775,,preferred,,624.0,A,150000.0,100.0,2059.0,Paid in full
1238,2434,568.0,B,100000.0,50.0,,,,50.0,,,,,7.88,A,65.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,568.0,B,100000.0,50.0,2546.0,Paid off with renewal
1709,7373,493.0,D,0.0,100.0,,,,,,,,,1.98,B,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,5.0,C,20348.333333333,A,1858.6666666667,A,0.09,A,0.0,A,0.0,A,0.0,A,1.0,A,20348.333333333,,preferred,,493.0,D,0.0,100.0,486.0,Paid off with renewal
19,252,652.0,A,150000.0,100.0,,,,,,,,,4.73,A,,,Home,A,N,,0.0,A,0.0,A,,,4.3636363636364,D,3.6363636363636,R,473639.65090909,A,13198.932727273,A,0.03,A,0.0,A,0.0,A,0.0,A,2.0,C,473639.65090909,,preferred,,652.0,A,150000.0,100.0,201.0,Default
